"","complex_name","complex_ID","pathway_ID","top_level_pathway_ID","pathway_name","top_level_pathway_name","species"
"4377","HSA","R-HSA-174454","R-HSA-174411","R-HSA-1640170","Polymerase switching on the C-strand of the telomere","Cell Cycle","Homo sapiens (Human)"
"4378","HSA","R-HSA-174554","R-HSA-173736","R-HSA-168256","Alternative complement activation","Immune System","Homo sapiens (Human)"
"4379","HSA","R-HSA-174554","R-HSA-174577","R-HSA-168256","Activation of C3 and C5","Immune System","Homo sapiens (Human)"
"4380","HSA","R-HSA-174592","R-HSA-8963889","R-HSA-382551","Assembly of active LPL and LIPC lipase complexes","Transport of small molecules","Homo sapiens (Human)"
"4381","HSA","R-HSA-174592","R-HSA-8963901","R-HSA-382551","Chylomicron remodeling","Transport of small molecules","Homo sapiens (Human)"
"4382","HSA","R-HSA-174592","R-HSA-975634","R-HSA-1430728","Retinoid metabolism and transport","Metabolism","Homo sapiens (Human)"
"4383","HSA","R-HSA-174592","R-HSA-975634","R-HSA-9709957","Retinoid metabolism and transport","Sensory Perception","Homo sapiens (Human)"
"4384","HSA","R-HSA-174593","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4385","HSA","R-HSA-174594","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4386","HSA","R-HSA-174626","R-HSA-8963888","R-HSA-382551","Chylomicron assembly","Transport of small molecules","Homo sapiens (Human)"
"4387","HSA","R-HSA-174630","R-HSA-8963888","R-HSA-382551","Chylomicron assembly","Transport of small molecules","Homo sapiens (Human)"
"4388","HSA","R-HSA-174643","R-HSA-8963888","R-HSA-382551","Chylomicron assembly","Transport of small molecules","Homo sapiens (Human)"
"4389","HSA","R-HSA-174643","R-HSA-8964058","R-HSA-382551","HDL remodeling","Transport of small molecules","Homo sapiens (Human)"
"4390","HSA","R-HSA-174643","R-HSA-975634","R-HSA-1430728","Retinoid metabolism and transport","Metabolism","Homo sapiens (Human)"
"4391","HSA","R-HSA-174643","R-HSA-975634","R-HSA-9709957","Retinoid metabolism and transport","Sensory Perception","Homo sapiens (Human)"
"4392","HSA","R-HSA-174649","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4393","HSA","R-HSA-174658","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4394","HSA","R-HSA-174659","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4395","HSA","R-HSA-174666","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4396","HSA","R-HSA-174681","R-HSA-8866423","R-HSA-382551","VLDL assembly","Transport of small molecules","Homo sapiens (Human)"
"4397","HSA","R-HSA-174681","R-HSA-8963888","R-HSA-382551","Chylomicron assembly","Transport of small molecules","Homo sapiens (Human)"
"4398","HSA","R-HSA-174681","R-HSA-8964041","R-HSA-382551","LDL remodeling","Transport of small molecules","Homo sapiens (Human)"
"4399","HSA","R-HSA-174697","R-HSA-8963888","R-HSA-382551","Chylomicron assembly","Transport of small molecules","Homo sapiens (Human)"
"4400","HSA","R-HSA-174697","R-HSA-8963901","R-HSA-382551","Chylomicron remodeling","Transport of small molecules","Homo sapiens (Human)"
"4401","HSA","R-HSA-174698","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4402","HSA","R-HSA-174729","R-HSA-8963888","R-HSA-382551","Chylomicron assembly","Transport of small molecules","Homo sapiens (Human)"
"4403","HSA","R-HSA-174729","R-HSA-8963901","R-HSA-382551","Chylomicron remodeling","Transport of small molecules","Homo sapiens (Human)"
"4404","HSA","R-HSA-174729","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4405","HSA","R-HSA-174729","R-HSA-975634","R-HSA-1430728","Retinoid metabolism and transport","Metabolism","Homo sapiens (Human)"
"4406","HSA","R-HSA-174729","R-HSA-975634","R-HSA-9709957","Retinoid metabolism and transport","Sensory Perception","Homo sapiens (Human)"
"4407","HSA","R-HSA-174746","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4408","HSA","R-HSA-174749","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4409","HSA","R-HSA-174756","R-HSA-8963888","R-HSA-382551","Chylomicron assembly","Transport of small molecules","Homo sapiens (Human)"
"4410","HSA","R-HSA-174769","R-HSA-8963901","R-HSA-382551","Chylomicron remodeling","Transport of small molecules","Homo sapiens (Human)"
"4411","HSA","R-HSA-174787","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4412","HSA","R-HSA-174791","R-HSA-8963888","R-HSA-382551","Chylomicron assembly","Transport of small molecules","Homo sapiens (Human)"
"4413","HSA","R-HSA-174792","R-HSA-8963901","R-HSA-382551","Chylomicron remodeling","Transport of small molecules","Homo sapiens (Human)"
"4414","HSA","R-HSA-174792","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4415","HSA","R-HSA-174795","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4416","HSA","R-HSA-174797","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4417","HSA","R-HSA-174798","R-HSA-8963901","R-HSA-382551","Chylomicron remodeling","Transport of small molecules","Homo sapiens (Human)"
"4418","HSA","R-HSA-174799","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4419","HSA","R-HSA-174805","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4420","HSA","R-HSA-174807","R-HSA-8963901","R-HSA-382551","Chylomicron remodeling","Transport of small molecules","Homo sapiens (Human)"
"4421","HSA","R-HSA-174807","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4422","HSA","R-HSA-174816","R-HSA-8964026","R-HSA-382551","Chylomicron clearance","Transport of small molecules","Homo sapiens (Human)"
"4423","HSA","R-HSA-174898","R-HSA-110328","R-HSA-73894","Recognition and association of DNA glycosylase with site containing an affected pyrimidine","DNA Repair","Homo sapiens (Human)"
"4424","HSA","R-HSA-174898","R-HSA-110329","R-HSA-73894","Cleavage of the damaged pyrimidine ","DNA Repair","Homo sapiens (Human)"
"4425","HSA","R-HSA-174898","R-HSA-110330","R-HSA-73894","Recognition and association of DNA glycosylase with site containing an affected purine","DNA Repair","Homo sapiens (Human)"
"4426","HSA","R-HSA-174898","R-HSA-110331","R-HSA-73894","Cleavage of the damaged purine","DNA Repair","Homo sapiens (Human)"
"4427","HSA","R-HSA-174898","R-HSA-1221632","R-HSA-1474165","Meiotic synapsis","Reproduction","Homo sapiens (Human)"
"4428","HSA","R-HSA-174898","R-HSA-1221632","R-HSA-1640170","Meiotic synapsis","Cell Cycle","Homo sapiens (Human)"
"4429","HSA","R-HSA-174898","R-HSA-171306","R-HSA-1640170","Packaging Of Telomere Ends","Cell Cycle","Homo sapiens (Human)"
"4430","HSA","R-HSA-174898","R-HSA-171319","R-HSA-1640170","Telomere Extension By Telomerase","Cell Cycle","Homo sapiens (Human)"
"4431","HSA","R-HSA-174898","R-HSA-174411","R-HSA-1640170","Polymerase switching on the C-strand of the telomere","Cell Cycle","Homo sapiens (Human)"
"4432","HSA","R-HSA-174898","R-HSA-174414","R-HSA-1640170","Processive synthesis on the C-strand of the telomere","Cell Cycle","Homo sapiens (Human)"
"4433","HSA","R-HSA-174898","R-HSA-174417","R-HSA-1640170","Telomere C-strand (Lagging Strand) Synthesis","Cell Cycle","Homo sapiens (Human)"
"4434","HSA","R-HSA-174898","R-HSA-174430","R-HSA-1640170","Telomere C-strand synthesis initiation","Cell Cycle","Homo sapiens (Human)"
"4435","HSA","R-HSA-174898","R-HSA-174437","R-HSA-1640170","Removal of the Flap Intermediate from the C-strand","Cell Cycle","Homo sapiens (Human)"
"4436","HSA","R-HSA-174898","R-HSA-2559586","R-HSA-8953897","DNA Damage/Telomere Stress Induced Senescence","Cellular responses to stimuli","Homo sapiens (Human)"
"4437","HSA","R-HSA-174898","R-HSA-9670095","R-HSA-1640170","Inhibition of DNA recombination at telomere","Cell Cycle","Homo sapiens (Human)"
"4438","HSA","R-HSA-175143","R-HSA-162592","R-HSA-1643685","Integration of provirus","Disease","Homo sapiens (Human)"
"4439","HSA","R-HSA-175148","R-HSA-175567","R-HSA-1643685","Integration of viral DNA into host genomic DNA","Disease","Homo sapiens (Human)"
"4440","HSA","R-HSA-175224","R-HSA-175567","R-HSA-1643685","Integration of viral DNA into host genomic DNA","Disease","Homo sapiens (Human)"
"4441","HSA","R-HSA-175247","R-HSA-164843","R-HSA-1643685","2-LTR circle formation","Disease","Homo sapiens (Human)"
"4442","HSA","R-HSA-175254","R-HSA-162592","R-HSA-1643685","Integration of provirus","Disease","Homo sapiens (Human)"
"4443","HSA","R-HSA-175254","R-HSA-162594","R-HSA-1643685","Early Phase of HIV Life Cycle","Disease","Homo sapiens (Human)"
"4444","HSA","R-HSA-175339","R-HSA-175567","R-HSA-1643685","Integration of viral DNA into host genomic DNA","Disease","Homo sapiens (Human)"
"4445","HSA","R-HSA-175416","R-HSA-162592","R-HSA-1643685","Integration of provirus","Disease","Homo sapiens (Human)"
"4446","HSA","R-HSA-175416","R-HSA-164843","R-HSA-1643685","2-LTR circle formation","Disease","Homo sapiens (Human)"
"4447","HSA","R-HSA-175416","R-HSA-175567","R-HSA-1643685","Integration of viral DNA into host genomic DNA","Disease","Homo sapiens (Human)"
"4448","HSA","R-HSA-175416","R-HSA-177539","R-HSA-1643685","Autointegration results in viral DNA circles","Disease","Homo sapiens (Human)"
"4449","HSA","R-HSA-175440","R-HSA-164843","R-HSA-1643685","2-LTR circle formation","Disease","Homo sapiens (Human)"
"4450","HSA","R-HSA-175486","R-HSA-167172","R-HSA-1643685","Transcription of the HIV genome","Disease","Homo sapiens (Human)"
"4451","HSA","R-HSA-175486","R-HSA-175567","R-HSA-1643685","Integration of viral DNA into host genomic DNA","Disease","Homo sapiens (Human)"
"4452","HSA","R-HSA-175514","R-HSA-162588","R-HSA-1643685","Budding and maturation of HIV virion","Disease","Homo sapiens (Human)"
"4453","HSA","R-HSA-175514","R-HSA-173107","R-HSA-1643685","Binding and entry of HIV virion","Disease","Homo sapiens (Human)"
"4454","HSA","R-HSA-176047","R-HSA-156590","R-HSA-1430728","Glutathione conjugation","Metabolism","Homo sapiens (Human)"
"4455","HSA","R-HSA-176047","R-HSA-5423646","R-HSA-1430728","Aflatoxin activation and detoxification","Metabolism","Homo sapiens (Human)"
"4456","HSA","R-HSA-176061","R-HSA-156590","R-HSA-1430728","Glutathione conjugation","Metabolism","Homo sapiens (Human)"
"4457","HSA","R-HSA-176061","R-HSA-5423646","R-HSA-1430728","Aflatoxin activation and detoxification","Metabolism","Homo sapiens (Human)"
"4458","HSA","R-HSA-176182","R-HSA-176187","R-HSA-1640170","Activation of ATR in response to replication stress","Cell Cycle","Homo sapiens (Human)"
"4459","HSA","R-HSA-176204","R-HSA-176187","R-HSA-1640170","Activation of ATR in response to replication stress","Cell Cycle","Homo sapiens (Human)"
"4460","HSA","R-HSA-176229","R-HSA-176187","R-HSA-1640170","Activation of ATR in response to replication stress","Cell Cycle","Homo sapiens (Human)"
"4461","HSA","R-HSA-176256","R-HSA-176187","R-HSA-1640170","Activation of ATR in response to replication stress","Cell Cycle","Homo sapiens (Human)"
"4462","HSA","R-HSA-176269","R-HSA-176187","R-HSA-1640170","Activation of ATR in response to replication stress","Cell Cycle","Homo sapiens (Human)"
"4463","HSA","R-HSA-176269","R-HSA-5685938","R-HSA-73894","HDR through Single Strand Annealing (SSA)","DNA Repair","Homo sapiens (Human)"
"4464","HSA","R-HSA-176269","R-HSA-5693607","R-HSA-73894","Processing of DNA double-strand break ends","DNA Repair","Homo sapiens (Human)"
"4465","HSA","R-HSA-176269","R-HSA-5693616","R-HSA-73894","Presynaptic phase of homologous DNA pairing and strand exchange","DNA Repair","Homo sapiens (Human)"
"4466","HSA","R-HSA-176269","R-HSA-6783310","R-HSA-73894","Fanconi Anemia Pathway","DNA Repair","Homo sapiens (Human)"
"4467","HSA","R-HSA-176269","R-HSA-6804756","R-HSA-74160","Regulation of TP53 Activity through Phosphorylation","Gene expression (Transcription)","Homo sapiens (Human)"
"4468","HSA","R-HSA-176269","R-HSA-69473","R-HSA-1640170","G2/M DNA damage checkpoint","Cell Cycle","Homo sapiens (Human)"
"4469","HSA","R-HSA-176269","R-HSA-9709570","R-HSA-1643685","Impaired BRCA2 binding to RAD51","Disease","Homo sapiens (Human)"
"4470","HSA","R-HSA-176281","R-HSA-176187","R-HSA-1640170","Activation of ATR in response to replication stress","Cell Cycle","Homo sapiens (Human)"
"4471","HSA","R-HSA-176293","R-HSA-176187","R-HSA-1640170","Activation of ATR in response to replication stress","Cell Cycle","Homo sapiens (Human)"
"4472","HSA","R-HSA-176312","R-HSA-176187","R-HSA-1640170","Activation of ATR in response to replication stress","Cell Cycle","Homo sapiens (Human)"
"4473","HSA","R-HSA-176312","R-HSA-5685938","R-HSA-73894","HDR through Single Strand Annealing (SSA)","DNA Repair","Homo sapiens (Human)"
"4474","HSA","R-HSA-176312","R-HSA-5693607","R-HSA-73894","Processing of DNA double-strand break ends","DNA Repair","Homo sapiens (Human)"
"4475","HSA","R-HSA-176312","R-HSA-5693616","R-HSA-73894","Presynaptic phase of homologous DNA pairing and strand exchange","DNA Repair","Homo sapiens (Human)"
"4476","HSA","R-HSA-176312","R-HSA-6804756","R-HSA-74160","Regulation of TP53 Activity through Phosphorylation","Gene expression (Transcription)","Homo sapiens (Human)"
"4477","HSA","R-HSA-176312","R-HSA-69473","R-HSA-1640170","G2/M DNA damage checkpoint","Cell Cycle","Homo sapiens (Human)"
"4478","HSA","R-HSA-176312","R-HSA-9709570","R-HSA-1643685","Impaired BRCA2 binding to RAD51","Disease","Homo sapiens (Human)"
"4479","HSA","R-HSA-176353","R-HSA-176187","R-HSA-1640170","Activation of ATR in response to replication stress","Cell Cycle","Homo sapiens (Human)"
"4480","HSA","R-HSA-176353","R-HSA-5685938","R-HSA-73894","HDR through Single Strand Annealing (SSA)","DNA Repair","Homo sapiens (Human)"
"4481","HSA","R-HSA-176353","R-HSA-5693607","R-HSA-73894","Processing of DNA double-strand break ends","DNA Repair","Homo sapiens (Human)"
"4482","HSA","R-HSA-176353","R-HSA-5693616","R-HSA-73894","Presynaptic phase of homologous DNA pairing and strand exchange","DNA Repair","Homo sapiens (Human)"
"4483","HSA","R-HSA-176353","R-HSA-6804756","R-HSA-74160","Regulation of TP53 Activity through Phosphorylation","Gene expression (Transcription)","Homo sapiens (Human)"
"4484","HSA","R-HSA-176353","R-HSA-69473","R-HSA-1640170","G2/M DNA damage checkpoint","Cell Cycle","Homo sapiens (Human)"
"4485","HSA","R-HSA-176353","R-HSA-9709570","R-HSA-1643685","Impaired BRCA2 binding to RAD51","Disease","Homo sapiens (Human)"
"4486","HSA","R-HSA-176394","R-HSA-174414","R-HSA-1640170","Processive synthesis on the C-strand of the telomere","Cell Cycle","Homo sapiens (Human)"
"4487","HSA","R-HSA-176394","R-HSA-174417","R-HSA-1640170","Telomere C-strand (Lagging Strand) Synthesis","Cell Cycle","Homo sapiens (Human)"
"4488","HSA","R-HSA-176446","R-HSA-176417","R-HSA-1640170","Phosphorylation of Emi1","Cell Cycle","Homo sapiens (Human)"
"4489","HSA","R-HSA-176484","R-HSA-156584","R-HSA-1430728","Cytosolic sulfonation of small molecules","Metabolism","Homo sapiens (Human)"
"4490","HSA","R-HSA-176495","R-HSA-156584","R-HSA-1430728","Cytosolic sulfonation of small molecules","Metabolism","Homo sapiens (Human)"
"4491","HSA","R-HSA-176514","R-HSA-156584","R-HSA-1430728","Cytosolic sulfonation of small molecules","Metabolism","Homo sapiens (Human)"
"4492","HSA","R-HSA-176540","R-HSA-156584","R-HSA-1430728","Cytosolic sulfonation of small molecules","Metabolism","Homo sapiens (Human)"
"4493","HSA","R-HSA-176597","R-HSA-156584","R-HSA-1430728","Cytosolic sulfonation of small molecules","Metabolism","Homo sapiens (Human)"
"4494","HSA","R-HSA-176597","R-HSA-9753281","R-HSA-9748784","Paracetamol ADME","Drug ADME","Homo sapiens (Human)"
"4495","HSA","R-HSA-176613","R-HSA-156584","R-HSA-1430728","Cytosolic sulfonation of small molecules","Metabolism","Homo sapiens (Human)"
"4496","HSA","R-HSA-176645","R-HSA-156584","R-HSA-1430728","Cytosolic sulfonation of small molecules","Metabolism","Homo sapiens (Human)"
"4497","HSA","R-HSA-176645","R-HSA-9753281","R-HSA-9748784","Paracetamol ADME","Drug ADME","Homo sapiens (Human)"
"4498","HSA","R-HSA-176648","R-HSA-156584","R-HSA-1430728","Cytosolic sulfonation of small molecules","Metabolism","Homo sapiens (Human)"
"4499","HSA","R-HSA-176648","R-HSA-9753281","R-HSA-9748784","Paracetamol ADME","Drug ADME","Homo sapiens (Human)"
"4500","HSA","R-HSA-176659","R-HSA-156584","R-HSA-1430728","Cytosolic sulfonation of small molecules","Metabolism","Homo sapiens (Human)"
"4501","HSA","R-HSA-176703","R-HSA-171306","R-HSA-1640170","Packaging Of Telomere Ends","Cell Cycle","Homo sapiens (Human)"
"4502","HSA","R-HSA-176866","R-HSA-8964041","R-HSA-382551","LDL remodeling","Transport of small molecules","Homo sapiens (Human)"
"4503","HSA","R-HSA-176949","R-HSA-176974","R-HSA-1640170","Unwinding of DNA","Cell Cycle","Homo sapiens (Human)"
"4504","HSA","R-HSA-176949","R-HSA-176974","R-HSA-69306","Unwinding of DNA","DNA Replication","Homo sapiens (Human)"
"4505","HSA","R-HSA-176952","R-HSA-176974","R-HSA-1640170","Unwinding of DNA","Cell Cycle","Homo sapiens (Human)"
"4506","HSA","R-HSA-176952","R-HSA-176974","R-HSA-69306","Unwinding of DNA","DNA Replication","Homo sapiens (Human)"
"4507","HSA","R-HSA-176970","R-HSA-113507","R-HSA-1640170","E2F-enabled inhibition of pre-replication complex formation","Cell Cycle","Homo sapiens (Human)"
"4508","HSA","R-HSA-176970","R-HSA-176187","R-HSA-1640170","Activation of ATR in response to replication stress","Cell Cycle","Homo sapiens (Human)"
"4509","HSA","R-HSA-176970","R-HSA-68949","R-HSA-1640170","Orc1 removal from chromatin","Cell Cycle","Homo sapiens (Human)"
"4510","HSA","R-HSA-176970","R-HSA-68949","R-HSA-69306","Orc1 removal from chromatin","DNA Replication","Homo sapiens (Human)"
"4511","HSA","R-HSA-176970","R-HSA-68962","R-HSA-1640170","Activation of the pre-replicative complex","Cell Cycle","Homo sapiens (Human)"
