Gene,List_Name,Cluster,List_Name_2,Group
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
ERBB2 Activates PTK6 Signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Activation of gene expression by SREBF (SREBP),ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
G-protein activation,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Phase 0 - rapid depolarisation,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Neurotransmitter receptors and postsynaptic signal transmission,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
RHO GTPases activate PKNs,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Neurodegenerative Diseases,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Mitochondrial biogenesis,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Acetylcholine regulates insulin secretion,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Bile acid and bile salt metabolism,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
RHO GTPases activate IQGAPs,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
MET promotes cell motility,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Ras activation upon Ca2+ influx through NMDA receptor,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Prolactin receptor signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
NOTCH4 Activation and Transmission of Signal to the Nucleus,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Cargo trafficking to the periciliary membrane,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
GPCR ligand binding,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
CD28 dependent Vav1 pathway,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by NTRK2 (TRKB),ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by NOTCH4,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
SHC1 events in ERBB2 signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
"Unblocking of NMDA receptors, glutamate binding and activation",ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Circadian Clock,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signal regulatory protein family interactions,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
VEGFR2 mediated vascular permeability,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Regulation of IFNG signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Insulin processing,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Regulation of BACH1 activity,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Transmission across Chemical Synapses,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Other semaphorin interactions,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
WNT5A-dependent internalization of FZD4,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
EGFR downregulation,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
SARS-CoV-2 targets host intracellular signalling and regulatory pathways,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Interleukin-20 family signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Semaphorin interactions,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
RHO GTPases Activate Formins,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Antigen processing: Ubiquitination & Proteasome degradation,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
GPVI-mediated activation cascade,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
RHOJ GTPase cycle,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Rab regulation of trafficking,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Chaperonin-mediated protein folding,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Interleukin-27 signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Glycosphingolipid metabolism,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Cytoprotection by HMOX1,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Cell Cycle,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
MET activates RAP1 and RAC1,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
ERBB2 Regulates Cell Motility,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
"Cell Cycle, Mitotic",ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Host Interactions of HIV factors,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
SHC-mediated cascade:FGFR2,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Thromboxane signalling through TP receptor,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
UCH proteinases,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Interleukin-17 signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by ERBB2,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
DAP12 interactions,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Regulation of cholesterol biosynthesis by SREBP (SREBF),ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
p75 NTR receptor-mediated signalling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
HATs acetylate histones,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Sodium/Calcium exchangers,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Defective Intrinsic Pathway for Apoptosis,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Formation of the beta-catenin:TCF transactivating complex,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by Erythropoietin,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
PI3K events in ERBB4 signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
MET activates RAS signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by FLT3 fusion proteins,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by PDGF,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Activation of BH3-only proteins,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
L1CAM interactions,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Amyloid fiber formation,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Repression of WNT target genes,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
PI3K/AKT Signaling in Cancer,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
FRS-mediated FGFR1 signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Intra-Golgi traffic,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Downstream signal transduction,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
RIP-mediated NFkB activation via ZBP1,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by FGFR1 in disease,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
ADP signalling through P2Y purinoceptor 1,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
SHC-mediated cascade:FGFR3,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
CLEC7A (Dectin-1) signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
TCF dependent signaling in response to WNT,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Endogenous sterols,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Late SARS-CoV-2 Infection Events,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Translation of Structural Proteins,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by FGFR4 in disease,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Netrin-1 signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
CD28 dependent PI3K/Akt signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Regulation of lipid metabolism by PPARalpha,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
SUMO E3 ligases SUMOylate target proteins,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Pre-NOTCH Expression and Processing,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Negative regulation of NMDA receptor-mediated neuronal transmission,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Degradation of beta-catenin by the destruction complex,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Activation of BAD and translocation to mitochondria ,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
ZBP1(DAI) mediated induction of type I IFNs,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by FGFR3 in disease,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Interleukin receptor SHC signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by FGFR in disease,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
InlB-mediated entry of Listeria monocytogenes into host cell,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
PLC beta mediated events,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
p130Cas linkage to MAPK signaling for integrins,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
ERK/MAPK targets,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
CDC42 GTPase cycle,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Pre-NOTCH Transcription and Translation,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
CRMPs in Sema3A signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by PDGFRA extracellular domain mutants,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Gastrin-CREB signalling pathway via PKC and MAPK,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Free fatty acids regulate insulin secretion,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
RUNX1 regulates transcription of genes involved in differentiation of HSCs,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Sphingolipid de novo biosynthesis,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Negative regulation of NOTCH4 signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
IL-6-type cytokine receptor ligand interactions,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by FGFR1,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
NOTCH2 Activation and Transmission of Signal to the Nucleus,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Downstream signaling of activated FGFR2,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by cytosolic FGFR1 fusion mutants,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Interleukin-2 family signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Diseases of programmed cell death,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
FRS-mediated FGFR4 signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Integration of energy metabolism,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
MAPK targets/ Nuclear events mediated by MAP kinases,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Cell junction organization,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Ephrin signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Thrombin signalling through proteinase activated receptors (PARs),ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Downstream signaling of activated FGFR1,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
B-WICH complex positively regulates rRNA expression,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
SHC1 events in EGFR signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
MAP kinase activation,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
RHOD GTPase cycle,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
RHOBTB2 GTPase cycle,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Cohesin Loading onto Chromatin,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
SHC-mediated cascade:FGFR4,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Prefoldin mediated transfer of substrate  to CCT/TriC,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
FRS-mediated FGFR3 signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Cell-extracellular matrix interactions,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signalling to RAS,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
RAF activation,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Downstream signaling of activated FGFR4,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Mitotic Telophase/Cytokinesis,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Nuclear Envelope Breakdown,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
CLEC7A (Dectin-1) induces NFAT activation,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
SHC-mediated cascade:FGFR1,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by FLT3 ITD and TKD mutants,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
RET signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by ERBB2 ECD mutants,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
RHOBTB1 GTPase cycle,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
PKMTs methylate histone lysines,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by EGFR in Cancer,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
GRB2 events in EGFR signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
TAK1-dependent IKK and NF-kappa-B activation  ,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
DARPP-32 events,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Killing mechanisms,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
WNT5:FZD7-mediated leishmania damping,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Phase I - Functionalization of compounds,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
G-protein mediated events,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Downregulation of ERBB2 signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Drug ADME,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
RND1 GTPase cycle,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
FOXO-mediated transcription,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by FGFR4,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
FGFRL1 modulation of FGFR1 signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Integrin cell surface interactions,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signaling by FGFR3,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
The activation of arylsulfatases,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Activated NTRK2 signals through FRS2 and FRS3,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
FRS-mediated FGFR2 signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
GAB1 signalosome,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Tie2 Signaling,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Gap junction trafficking and regulation,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Beta-catenin phosphorylation cascade,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Positive epigenetic regulation of rRNA expression,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Peptide ligand-binding receptors,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Signal amplification,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
Phospholipid metabolism,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
RMTs methylate histone arginines,ASPP_vs_ASNN,CD14-active,HIV+AS+ vs HIV-AS-,CD14-active HIV+AS+ vs HIV-AS-
